diff,expected_message,prompt_style,inference_message
"diff --git a/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java b/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java
index <HASH>..<HASH> 100644
--- a/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java
+++ b/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java
@@ -146,7 +146,6 @@ public interface Constants extends Constant
     public static final int PREVIOUS_RECORD = -1;
     /**
      * The TEMP_KEY_AREA are a temporary copy of the fields that belong to a key.
-     * @see FILE_KEY_AREA.
      */
     public static final int TEMP_KEY_AREA = 1;",Update external repo to include correct soap archives,imperative,
"diff --git a/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java b/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java
index <HASH>..<HASH> 100644
--- a/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java
+++ b/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java
@@ -146,7 +146,6 @@ public interface Constants extends Constant
     public static final int PREVIOUS_RECORD = -1;
     /**
      * The TEMP_KEY_AREA are a temporary copy of the fields that belong to a key.
-     * @see FILE_KEY_AREA.
      */
     public static final int TEMP_KEY_AREA = 1;",Update external repo to include correct soap archives,minimal,"Fix: Remove redundant javadoc reference

The `@see FILE_KEY_AREA` reference in the `TEMP_KEY_AREA` javadoc was redundant. This commit removes it."
"diff --git a/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java b/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java
index <HASH>..<HASH> 100644
--- a/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java
+++ b/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java
@@ -146,7 +146,6 @@ public interface Constants extends Constant
     public static final int PREVIOUS_RECORD = -1;
     /**
      * The TEMP_KEY_AREA are a temporary copy of the fields that belong to a key.
-     * @see FILE_KEY_AREA.
      */
     public static final int TEMP_KEY_AREA = 1;",Update external repo to include correct soap archives,detailed,"Fix: Remove incorrect JavaDoc reference in Constants.java

The JavaDoc comment for TEMP_KEY_AREA incorrectly referenced FILE_KEY_AREA. This commit removes the erroneous reference as TEMP_KEY_AREA and FILE_KEY_AREA are distinct concepts and the reference was misleading."
"diff --git a/src/test/java/com/brettonw/bag/BagArrayTest.java b/src/test/java/com/brettonw/bag/BagArrayTest.java
index <HASH>..<HASH> 100644
--- a/src/test/java/com/brettonw/bag/BagArrayTest.java
+++ b/src/test/java/com/brettonw/bag/BagArrayTest.java
@@ -182,7 +182,7 @@ public class BagArrayTest {
         BagObject bagObject = new BagObject ()
                 .put (""a"", new BagArray ()
                         .add (new BagObject ()
-                            .put (""x"", ""y"")
+                                .put (""x"", ""y"")
                         )
                 );
         AppTest.report (bagObject.getString (""a/#first/x""), ""y"", ""Hierarchical indexing of arrays using strings - 1"");",and a teensy bit more cleanup,zero_shot,Fix: Corrected formatting in BagArrayTest.java for better readability.
"diff --git a/src/test/java/com/brettonw/bag/BagArrayTest.java b/src/test/java/com/brettonw/bag/BagArrayTest.java
index <HASH>..<HASH> 100644
--- a/src/test/java/com/brettonw/bag/BagArrayTest.java
+++ b/src/test/java/com/brettonw/bag/BagArrayTest.java
@@ -182,7 +182,7 @@ public class BagArrayTest {
         BagObject bagObject = new BagObject ()
                 .put (""a"", new BagArray ()
                         .add (new BagObject ()
-                            .put (""x"", ""y"")
+                                .put (""x"", ""y"")
                         )
                 );
         AppTest.report (bagObject.getString (""a/#first/x""), ""y"", ""Hierarchical indexing of arrays using strings - 1"");",and a teensy bit more cleanup,conventional,fix: Hierarchical indexing of arrays using strings
"diff --git a/src/test/java/com/brettonw/bag/BagArrayTest.java b/src/test/java/com/brettonw/bag/BagArrayTest.java
index <HASH>..<HASH> 100644
--- a/src/test/java/com/brettonw/bag/BagArrayTest.java
+++ b/src/test/java/com/brettonw/bag/BagArrayTest.java
@@ -182,7 +182,7 @@ public class BagArrayTest {
         BagObject bagObject = new BagObject ()
                 .put (""a"", new BagArray ()
                         .add (new BagObject ()
-                            .put (""x"", ""y"")
+                                .put (""x"", ""y"")
                         )
                 );
         AppTest.report (bagObject.getString (""a/#first/x""), ""y"", ""Hierarchical indexing of arrays using strings - 1"");",and a teensy bit more cleanup,imperative,Fix hierarchical indexing of arrays using strings.
"diff --git a/src/test/java/com/brettonw/bag/BagArrayTest.java b/src/test/java/com/brettonw/bag/BagArrayTest.java
index <HASH>..<HASH> 100644
--- a/src/test/java/com/brettonw/bag/BagArrayTest.java
+++ b/src/test/java/com/brettonw/bag/BagArrayTest.java
@@ -182,7 +182,7 @@ public class BagArrayTest {
         BagObject bagObject = new BagObject ()
                 .put (""a"", new BagArray ()
                         .add (new BagObject ()
-                            .put (""x"", ""y"")
+                                .put (""x"", ""y"")
                         )
                 );
         AppTest.report (bagObject.getString (""a/#first/x""), ""y"", ""Hierarchical indexing of arrays using strings - 1"");",and a teensy bit more cleanup,minimal,Fix: Hierarchical indexing of arrays using strings
"diff --git a/src/test/java/com/brettonw/bag/BagArrayTest.java b/src/test/java/com/brettonw/bag/BagArrayTest.java
index <HASH>..<HASH> 100644
--- a/src/test/java/com/brettonw/bag/BagArrayTest.java
+++ b/src/test/java/com/brettonw/bag/BagArrayTest.java
@@ -182,7 +182,7 @@ public class BagArrayTest {
         BagObject bagObject = new BagObject ()
                 .put (""a"", new BagArray ()
                         .add (new BagObject ()
-                            .put (""x"", ""y"")
+                                .put (""x"", ""y"")
                         )
                 );
         AppTest.report (bagObject.getString (""a/#first/x""), ""y"", ""Hierarchical indexing of arrays using strings - 1"");",and a teensy bit more cleanup,detailed,"Fix: Corrected formatting in BagArrayTest.java

This commit addresses a minor formatting issue in `src/test/java/com/brettonw/bag/BagArrayTest.java`. Specifically, it corrects the indentation of the `put(""x"", ""y"")` line within the nested `BagObject` creation. While functionally equivalent, the change improves the readability and maintainability of the test code by adhering to a consistent indentation style."
"diff --git a/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java b/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
index <HASH>..<HASH> 100644
--- a/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
+++ b/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
@@ -71,7 +71,7 @@ import static com.vanniktech.emoji.Utils.checkNotNull;
     // No instances apart from singleton.
   }
 
-  static EmojiManager getInstance() {
+  public static EmojiManager getInstance() {
     return INSTANCE;
   }",Expose instance so that can access replaceWithImages from external packages (#<I>),zero_shot,Expose the EmojiManager's getInstance method to allow external access.
"diff --git a/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java b/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
index <HASH>..<HASH> 100644
--- a/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
+++ b/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
@@ -71,7 +71,7 @@ import static com.vanniktech.emoji.Utils.checkNotNull;
     // No instances apart from singleton.
   }
 
-  static EmojiManager getInstance() {
+  public static EmojiManager getInstance() {
     return INSTANCE;
   }",Expose instance so that can access replaceWithImages from external packages (#<I>),conventional,feat: make getInstance public
"diff --git a/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java b/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
index <HASH>..<HASH> 100644
--- a/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
+++ b/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
@@ -71,7 +71,7 @@ import static com.vanniktech.emoji.Utils.checkNotNull;
     // No instances apart from singleton.
   }
 
-  static EmojiManager getInstance() {
+  public static EmojiManager getInstance() {
     return INSTANCE;
   }",Expose instance so that can access replaceWithImages from external packages (#<I>),imperative,Expose EmojiManager instance getter as public
"diff --git a/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java b/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
index <HASH>..<HASH> 100644
--- a/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
+++ b/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
@@ -71,7 +71,7 @@ import static com.vanniktech.emoji.Utils.checkNotNull;
     // No instances apart from singleton.
   }
 
-  static EmojiManager getInstance() {
+  public static EmojiManager getInstance() {
     return INSTANCE;
   }",Expose instance so that can access replaceWithImages from external packages (#<I>),minimal,Expose EmojiManager instance getter
"diff --git a/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java b/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
index <HASH>..<HASH> 100644
--- a/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
+++ b/emoji/src/main/java/com/vanniktech/emoji/EmojiManager.java
@@ -71,7 +71,7 @@ import static com.vanniktech.emoji.Utils.checkNotNull;
     // No instances apart from singleton.
   }
 
-  static EmojiManager getInstance() {
+  public static EmojiManager getInstance() {
     return INSTANCE;
   }",Expose instance so that can access replaceWithImages from external packages (#<I>),detailed,"Fix(emoji): Expose getInstance method as public

This commit changes the visibility of the `getInstance()` method in the `EmojiManager` class from package-private to public.

Previously, `getInstance()` was only accessible within the same package, limiting its usability. By making it public, developers can now easily access the EmojiManager instance from anywhere in their code, simplifying emoji initialization and usage.

This change promotes better code reusability and aligns with the intended purpose of the EmojiManager as a singleton accessible throughout the application."
"diff --git a/android/src/com/google/zxing/client/android/ViewfinderView.java b/android/src/com/google/zxing/client/android/ViewfinderView.java
index <HASH>..<HASH> 100755
--- a/android/src/com/google/zxing/client/android/ViewfinderView.java
+++ b/android/src/com/google/zxing/client/android/ViewfinderView.java
@@ -155,7 +155,11 @@ public final class ViewfinderView extends View {
   }
 
   public void drawViewfinder() {
-    resultBitmap = null;
+    Bitmap resultBitmap = this.resultBitmap;
+    this.resultBitmap = null;
+    if (resultBitmap != null) {
+      resultBitmap.recycle();
+    }
     invalidate();
   }","Fixed potential bug in not recycling bitmaps that I spied from BS+

git-svn-id: <URL>",zero_shot,Fix memory leak by recycling the result bitmap in ViewfinderView.
"diff --git a/android/src/com/google/zxing/client/android/ViewfinderView.java b/android/src/com/google/zxing/client/android/ViewfinderView.java
index <HASH>..<HASH> 100755
--- a/android/src/com/google/zxing/client/android/ViewfinderView.java
+++ b/android/src/com/google/zxing/client/android/ViewfinderView.java
@@ -155,7 +155,11 @@ public final class ViewfinderView extends View {
   }
 
   public void drawViewfinder() {
-    resultBitmap = null;
+    Bitmap resultBitmap = this.resultBitmap;
+    this.resultBitmap = null;
+    if (resultBitmap != null) {
+      resultBitmap.recycle();
+    }
     invalidate();
   }","Fixed potential bug in not recycling bitmaps that I spied from BS+

git-svn-id: <URL>",conventional,"fix: recycle resultBitmap in drawViewfinder

The previous implementation of `drawViewfinder` did not recycle the `resultBitmap`, leading to potential memory leaks. This commit ensures that the `resultBitmap` is recycled when `drawViewfinder` is called, preventing memory issues."
"diff --git a/android/src/com/google/zxing/client/android/ViewfinderView.java b/android/src/com/google/zxing/client/android/ViewfinderView.java
index <HASH>..<HASH> 100755
--- a/android/src/com/google/zxing/client/android/ViewfinderView.java
+++ b/android/src/com/google/zxing/client/android/ViewfinderView.java
@@ -155,7 +155,11 @@ public final class ViewfinderView extends View {
   }
 
   public void drawViewfinder() {
-    resultBitmap = null;
+    Bitmap resultBitmap = this.resultBitmap;
+    this.resultBitmap = null;
+    if (resultBitmap != null) {
+      resultBitmap.recycle();
+    }
     invalidate();
   }","Fixed potential bug in not recycling bitmaps that I spied from BS+

git-svn-id: <URL>",imperative,Release and recycle result bitmap in `drawViewfinder`
"diff --git a/android/src/com/google/zxing/client/android/ViewfinderView.java b/android/src/com/google/zxing/client/android/ViewfinderView.java
index <HASH>..<HASH> 100755
--- a/android/src/com/google/zxing/client/android/ViewfinderView.java
+++ b/android/src/com/google/zxing/client/android/ViewfinderView.java
@@ -155,7 +155,11 @@ public final class ViewfinderView extends View {
   }
 
   public void drawViewfinder() {
-    resultBitmap = null;
+    Bitmap resultBitmap = this.resultBitmap;
+    this.resultBitmap = null;
+    if (resultBitmap != null) {
+      resultBitmap.recycle();
+    }
     invalidate();
   }","Fixed potential bug in not recycling bitmaps that I spied from BS+

git-svn-id: <URL>",minimal,Fix: Recycle resultBitmap in drawViewfinder
"diff --git a/android/src/com/google/zxing/client/android/ViewfinderView.java b/android/src/com/google/zxing/client/android/ViewfinderView.java
index <HASH>..<HASH> 100755
--- a/android/src/com/google/zxing/client/android/ViewfinderView.java
+++ b/android/src/com/google/zxing/client/android/ViewfinderView.java
@@ -155,7 +155,11 @@ public final class ViewfinderView extends View {
   }
 
   public void drawViewfinder() {
-    resultBitmap = null;
+    Bitmap resultBitmap = this.resultBitmap;
+    this.resultBitmap = null;
+    if (resultBitmap != null) {
+      resultBitmap.recycle();
+    }
     invalidate();
   }","Fixed potential bug in not recycling bitmaps that I spied from BS+

git-svn-id: <URL>",detailed,
"diff --git a/sentry-core/src/main/java/io/sentry/core/Sentry.java b/sentry-core/src/main/java/io/sentry/core/Sentry.java
index <HASH>..<HASH> 100644
--- a/sentry-core/src/main/java/io/sentry/core/Sentry.java
+++ b/sentry-core/src/main/java/io/sentry/core/Sentry.java
@@ -35,9 +35,10 @@ public final class Sentry {
     }
     IHub hub = currentHub.get();
     if (hub == null) {
-      currentHub.set(mainHub.clone());
+      hub = mainHub.clone();
+      currentHub.set(hub);
     }
-    return currentHub.get();
+    return hub;
   }
 
   /**",Avoid getting a threadlocal twice. (getsentry/sentry-android#<I>),zero_shot,
"diff --git a/sentry-core/src/main/java/io/sentry/core/Sentry.java b/sentry-core/src/main/java/io/sentry/core/Sentry.java
index <HASH>..<HASH> 100644
--- a/sentry-core/src/main/java/io/sentry/core/Sentry.java
+++ b/sentry-core/src/main/java/io/sentry/core/Sentry.java
@@ -35,9 +35,10 @@ public final class Sentry {
     }
     IHub hub = currentHub.get();
     if (hub == null) {
-      currentHub.set(mainHub.clone());
+      hub = mainHub.clone();
+      currentHub.set(hub);
     }
-    return currentHub.get();
+    return hub;
   }
 
   /**",Avoid getting a threadlocal twice. (getsentry/sentry-android#<I>),conventional,
"diff --git a/sentry-core/src/main/java/io/sentry/core/Sentry.java b/sentry-core/src/main/java/io/sentry/core/Sentry.java
index <HASH>..<HASH> 100644
--- a/sentry-core/src/main/java/io/sentry/core/Sentry.java
+++ b/sentry-core/src/main/java/io/sentry/core/Sentry.java
@@ -35,9 +35,10 @@ public final class Sentry {
     }
     IHub hub = currentHub.get();
     if (hub == null) {
-      currentHub.set(mainHub.clone());
+      hub = mainHub.clone();
+      currentHub.set(hub);
     }
-    return currentHub.get();
+    return hub;
   }
 
   /**",Avoid getting a threadlocal twice. (getsentry/sentry-android#<I>),imperative,
"diff --git a/sentry-core/src/main/java/io/sentry/core/Sentry.java b/sentry-core/src/main/java/io/sentry/core/Sentry.java
index <HASH>..<HASH> 100644
--- a/sentry-core/src/main/java/io/sentry/core/Sentry.java
+++ b/sentry-core/src/main/java/io/sentry/core/Sentry.java
@@ -35,9 +35,10 @@ public final class Sentry {
     }
     IHub hub = currentHub.get();
     if (hub == null) {
-      currentHub.set(mainHub.clone());
+      hub = mainHub.clone();
+      currentHub.set(hub);
     }
-    return currentHub.get();
+    return hub;
   }
 
   /**",Avoid getting a threadlocal twice. (getsentry/sentry-android#<I>),minimal,
"diff --git a/sentry-core/src/main/java/io/sentry/core/Sentry.java b/sentry-core/src/main/java/io/sentry/core/Sentry.java
index <HASH>..<HASH> 100644
--- a/sentry-core/src/main/java/io/sentry/core/Sentry.java
+++ b/sentry-core/src/main/java/io/sentry/core/Sentry.java
@@ -35,9 +35,10 @@ public final class Sentry {
     }
     IHub hub = currentHub.get();
     if (hub == null) {
-      currentHub.set(mainHub.clone());
+      hub = mainHub.clone();
+      currentHub.set(hub);
     }
-    return currentHub.get();
+    return hub;
   }
 
   /**",Avoid getting a threadlocal twice. (getsentry/sentry-android#<I>),detailed,
"diff --git a/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java b/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
index <HASH>..<HASH> 100644
--- a/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
+++ b/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
@@ -1,11 +1,8 @@
 package org.mwg;
 
-import javafx.util.Callback;
-import org.junit.Test;
 import org.mwg.core.scheduler.NoopScheduler;
 import org.mwg.plugin.Job;
 
-import java.io.File;
 import java.io.IOException;
 
 public class StorageTest {",delete unused dependency test (failure on bench server),zero_shot,
"diff --git a/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java b/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
index <HASH>..<HASH> 100644
--- a/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
+++ b/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
@@ -1,11 +1,8 @@
 package org.mwg;
 
-import javafx.util.Callback;
-import org.junit.Test;
 import org.mwg.core.scheduler.NoopScheduler;
 import org.mwg.plugin.Job;
 
-import java.io.File;
 import java.io.IOException;
 
 public class StorageTest {",delete unused dependency test (failure on bench server),conventional,
"diff --git a/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java b/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
index <HASH>..<HASH> 100644
--- a/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
+++ b/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
@@ -1,11 +1,8 @@
 package org.mwg;
 
-import javafx.util.Callback;
-import org.junit.Test;
 import org.mwg.core.scheduler.NoopScheduler;
 import org.mwg.plugin.Job;
 
-import java.io.File;
 import java.io.IOException;
 
 public class StorageTest {",delete unused dependency test (failure on bench server),imperative,
"diff --git a/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java b/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
index <HASH>..<HASH> 100644
--- a/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
+++ b/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
@@ -1,11 +1,8 @@
 package org.mwg;
 
-import javafx.util.Callback;
-import org.junit.Test;
 import org.mwg.core.scheduler.NoopScheduler;
 import org.mwg.plugin.Job;
 
-import java.io.File;
 import java.io.IOException;
 
 public class StorageTest {",delete unused dependency test (failure on bench server),minimal,
"diff --git a/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java b/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
index <HASH>..<HASH> 100644
--- a/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
+++ b/plugins/storage/hbase/src/test/java/org/mwg/StorageTest.java
@@ -1,11 +1,8 @@
 package org.mwg;
 
-import javafx.util.Callback;
-import org.junit.Test;
 import org.mwg.core.scheduler.NoopScheduler;
 import org.mwg.plugin.Job;
 
-import java.io.File;
 import java.io.IOException;
 
 public class StorageTest {",delete unused dependency test (failure on bench server),detailed,
"diff --git a/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java b/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
index <HASH>..<HASH> 100644
--- a/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
+++ b/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
@@ -75,7 +75,6 @@ public class NewtsDaemon {
         }
 
         File pidFile = new File(cmdLine.getPidFilename());
-        pidFile.deleteOnExit();
 
         // Daemonize?
         if (cmdLine.isDaemon()) {","NEWTS-<I>: remove redundant deleteOnExit

No need; Gressil does this for us",zero_shot,
"diff --git a/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java b/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
index <HASH>..<HASH> 100644
--- a/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
+++ b/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
@@ -75,7 +75,6 @@ public class NewtsDaemon {
         }
 
         File pidFile = new File(cmdLine.getPidFilename());
-        pidFile.deleteOnExit();
 
         // Daemonize?
         if (cmdLine.isDaemon()) {","NEWTS-<I>: remove redundant deleteOnExit

No need; Gressil does this for us",conventional,
"diff --git a/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java b/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
index <HASH>..<HASH> 100644
--- a/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
+++ b/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
@@ -75,7 +75,6 @@ public class NewtsDaemon {
         }
 
         File pidFile = new File(cmdLine.getPidFilename());
-        pidFile.deleteOnExit();
 
         // Daemonize?
         if (cmdLine.isDaemon()) {","NEWTS-<I>: remove redundant deleteOnExit

No need; Gressil does this for us",imperative,
"diff --git a/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java b/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
index <HASH>..<HASH> 100644
--- a/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
+++ b/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
@@ -75,7 +75,6 @@ public class NewtsDaemon {
         }
 
         File pidFile = new File(cmdLine.getPidFilename());
-        pidFile.deleteOnExit();
 
         // Daemonize?
         if (cmdLine.isDaemon()) {","NEWTS-<I>: remove redundant deleteOnExit

No need; Gressil does this for us",minimal,
"diff --git a/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java b/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
index <HASH>..<HASH> 100644
--- a/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
+++ b/rest/src/main/java/org/opennms/newts/rest/NewtsDaemon.java
@@ -75,7 +75,6 @@ public class NewtsDaemon {
         }
 
         File pidFile = new File(cmdLine.getPidFilename());
-        pidFile.deleteOnExit();
 
         // Daemonize?
         if (cmdLine.isDaemon()) {","NEWTS-<I>: remove redundant deleteOnExit

No need; Gressil does this for us",detailed,
"diff --git a/src/org/citygml4j/model/common/association/Associable.java b/src/org/citygml4j/model/common/association/Associable.java
index <HASH>..<HASH> 100644
--- a/src/org/citygml4j/model/common/association/Associable.java
+++ b/src/org/citygml4j/model/common/association/Associable.java
@@ -1,5 +1,7 @@
 package org.citygml4j.model.common.association;
 
-public interface Associable {
+import org.citygml4j.model.common.base.ModelObject;
+
+public interface Associable extends ModelObject {
 
 }",ensured that only ModelObjects can be Associables,zero_shot,
"diff --git a/src/org/citygml4j/model/common/association/Associable.java b/src/org/citygml4j/model/common/association/Associable.java
index <HASH>..<HASH> 100644
--- a/src/org/citygml4j/model/common/association/Associable.java
+++ b/src/org/citygml4j/model/common/association/Associable.java
@@ -1,5 +1,7 @@
 package org.citygml4j.model.common.association;
 
-public interface Associable {
+import org.citygml4j.model.common.base.ModelObject;
+
+public interface Associable extends ModelObject {
 
 }",ensured that only ModelObjects can be Associables,conventional,
"diff --git a/src/org/citygml4j/model/common/association/Associable.java b/src/org/citygml4j/model/common/association/Associable.java
index <HASH>..<HASH> 100644
--- a/src/org/citygml4j/model/common/association/Associable.java
+++ b/src/org/citygml4j/model/common/association/Associable.java
@@ -1,5 +1,7 @@
 package org.citygml4j.model.common.association;
 
-public interface Associable {
+import org.citygml4j.model.common.base.ModelObject;
+
+public interface Associable extends ModelObject {
 
 }",ensured that only ModelObjects can be Associables,imperative,
"diff --git a/src/org/citygml4j/model/common/association/Associable.java b/src/org/citygml4j/model/common/association/Associable.java
index <HASH>..<HASH> 100644
--- a/src/org/citygml4j/model/common/association/Associable.java
+++ b/src/org/citygml4j/model/common/association/Associable.java
@@ -1,5 +1,7 @@
 package org.citygml4j.model.common.association;
 
-public interface Associable {
+import org.citygml4j.model.common.base.ModelObject;
+
+public interface Associable extends ModelObject {
 
 }",ensured that only ModelObjects can be Associables,minimal,
"diff --git a/src/org/citygml4j/model/common/association/Associable.java b/src/org/citygml4j/model/common/association/Associable.java
index <HASH>..<HASH> 100644
--- a/src/org/citygml4j/model/common/association/Associable.java
+++ b/src/org/citygml4j/model/common/association/Associable.java
@@ -1,5 +1,7 @@
 package org.citygml4j.model.common.association;
 
-public interface Associable {
+import org.citygml4j.model.common.base.ModelObject;
+
+public interface Associable extends ModelObject {
 
 }",ensured that only ModelObjects can be Associables,detailed,
"diff --git a/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java b/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
index <HASH>..<HASH> 100644
--- a/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
+++ b/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
@@ -118,6 +118,7 @@ public class KubernetesResourceUtil {
     static {
         String mapping[] =
             {
+                ""service"", ""Service"",
                 ""svc"", ""Service"",
                 ""rc"", ""ReplicationController"",
                 ""rs"", ""ReplicaSet""",lets allow 'service' as a file kind in addition to 'svc',zero_shot,
"diff --git a/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java b/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
index <HASH>..<HASH> 100644
--- a/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
+++ b/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
@@ -118,6 +118,7 @@ public class KubernetesResourceUtil {
     static {
         String mapping[] =
             {
+                ""service"", ""Service"",
                 ""svc"", ""Service"",
                 ""rc"", ""ReplicationController"",
                 ""rs"", ""ReplicaSet""",lets allow 'service' as a file kind in addition to 'svc',conventional,
"diff --git a/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java b/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
index <HASH>..<HASH> 100644
--- a/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
+++ b/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
@@ -118,6 +118,7 @@ public class KubernetesResourceUtil {
     static {
         String mapping[] =
             {
+                ""service"", ""Service"",
                 ""svc"", ""Service"",
                 ""rc"", ""ReplicationController"",
                 ""rs"", ""ReplicaSet""",lets allow 'service' as a file kind in addition to 'svc',imperative,
"diff --git a/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java b/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
index <HASH>..<HASH> 100644
--- a/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
+++ b/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
@@ -118,6 +118,7 @@ public class KubernetesResourceUtil {
     static {
         String mapping[] =
             {
+                ""service"", ""Service"",
                 ""svc"", ""Service"",
                 ""rc"", ""ReplicationController"",
                 ""rs"", ""ReplicaSet""",lets allow 'service' as a file kind in addition to 'svc',minimal,
"diff --git a/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java b/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
index <HASH>..<HASH> 100644
--- a/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
+++ b/plugin/src/main/java/io/fabric8/maven/plugin/util/KubernetesResourceUtil.java
@@ -118,6 +118,7 @@ public class KubernetesResourceUtil {
     static {
         String mapping[] =
             {
+                ""service"", ""Service"",
                 ""svc"", ""Service"",
                 ""rc"", ""ReplicationController"",
                 ""rs"", ""ReplicaSet""",lets allow 'service' as a file kind in addition to 'svc',detailed,
